neotoma_names,taxon_name
Quercus undiff. (crumpled),quercus_undiff_crumpled
Quercus undiff. (degraded),quercus_undiff_degraded
Quercus undiff. (obscured),quercus_undiff_obscured
Quercus vaccinifolia,quercus_vaccinifolia
Quercus vaccinifolia-type,quercus_vaccinifolia_type
Quintinia,quintinia
Quintinia comp.,quintinia_comp
Rachicallis,rachicallis
Randia,randia
Rapanea,rapanea
Rapanea (3-4 colpate),rapanea_3_minus_4_colpate
Rapanea cf. R. achradifolia,rapanea_cf_r_achradifolia
Rapanea melanophloeos,rapanea_melanophloeos
Rapanea melanophloeos-type,rapanea_melanophloeos_type
Raphia,raphia
Raphia-type,raphia_type
Raphiostylis,raphiostylis
Raukaua laetevirens,raukaua_laetevirens
Rauvolfia,rauvolfia
Ravenea,ravenea
Ravenea-type,ravenea_type
Reaumuria,reaumuria
Reevesia,reevesia
Rhamnaceae,rhamnaceae
Rhamnaceae cf. Colubrina glandulosa,rhamnaceae_cf_colubrina_glandulosa
Rhamnaceae cf. Spyridium,rhamnaceae_cf_spyridium
Rhamnaceae undiff.,rhamnaceae_undiff
Rhamnaceae/Rosaceae,rhamnaceae_rosaceae
Rhamnaceae/Vitaceae,rhamnaceae_vitaceae
Rhamnaceae/Vitaceae undiff.,rhamnaceae_vitaceae_undiff
Rhamnidium (type 1),rhamnidium_type_1
Rhamnidium elaeocarpum,rhamnidium_elaeocarpum
Rhamnus,rhamnus
Rhamnus-type,rhamnus_type
Rhamnus (type 1),rhamnus_type_1
Rhamnus alnifolia/Frangula alnus,rhamnus_alnifolia_frangula_alnus
Rhamnus cathartica,rhamnus_cathartica
Rhamnus/Frangula,rhamnus_frangula
Rhamnus/Paliurus,rhamnus_paliurus
Rhamnus/Vitis,rhamnus_vitis
Rhanterium-type,rhanterium_type
Rhaphiostylis,rhaphiostylis
Rheedia,rheedia
Rhipsalis,rhipsalis
Rhizophora,rhizophora
Rhizophora apiculata,rhizophora_apiculata
Rhizophora mangle,rhizophora_mangle
Rhizophora mucronata-type,rhizophora_mucronata_type
Rhizophora stylosa,rhizophora_stylosa
Rhizophoraceae,rhizophoraceae
Rhododendron,rhododendron
Rhododendron-type,rhododendron_type
Rhododendron canadense,rhododendron_canadense
Rhododendron subsect. Ledum,rhododendron_subsect_ledum
Rhododendron subsect. Ledum-type,rhododendron_subsect_ledum_type
Rhododendron subsect. Ledum/Chamaedaphne calyculata,rhododendron_subsect_ledum_chamaedaphne_calyculata
Rhododendron tomentosum,rhododendron_tomentosum
Rhopalostylis sapida,rhopalostylis_sapida
Rhus,rhus
Rhus-type,rhus_type
Rhus-type vulgaris,rhus_type_vulgaris
Rhus coriaria,rhus_coriaria
Rhus coriaria-type,rhus_coriaria_type
Rhus group,rhus_group
Rhus longipes,rhus_longipes
Rhus rehmanniana var. rehmanniana,rhus_rehmanniana_var_rehmanniana
Rhus typhina,rhus_typhina
Rhus typhina-type,rhus_typhina_type
Rhus undiff.,rhus_undiff
Rhus/Toxicodendron,rhus_toxicodendron
Rhus/Toxicodendron cf. T. radicans,rhus_toxicodendron_cf_t_radicans
Ribes,ribes
Ribes-type,ribes_type
Ribes alpinum,ribes_alpinum
Ribes alpinum-type,ribes_alpinum_type
Ribes aureum,ribes_aureum
Ribes cf. R. alpinum,ribes_cf_r_alpinum
Ribes lacustre,ribes_lacustre
Ribes montigenum,ribes_montigenum
Ribes rubrum-type,ribes_rubrum_type
Ribes undiff.,ribes_undiff
Ribes uva-crispa,ribes_uva_minus_crispa
Richea,richea
Richea-type,richea_type
Richea procera-type,richea_procera_type
Richeria,richeria
Rinorea,rinorea
Rinorea-type,rinorea_type
Ritchiea,ritchiea
Robinia,robinia
Robinia-type,robinia_type
Robinia pseudoacacia,robinia_pseudoacacia
Rosa,rosa
Rosa cf. R. canina,rosa_cf_r_canina
Rosaceae (trees),rosaceae_trees
Rosaceae (trees) undiff.,rosaceae_trees_undiff
Rosaceae cf. Adenostoma,rosaceae_cf_adenostoma
Rosaceae cf. Holodiscus,rosaceae_cf_holodiscus
Rosaceae cf. Prunus,rosaceae_cf_prunus
Rosaceae cf. Prunus serotina,rosaceae_cf_prunus_serotina
Rosaceae cf. Sorbus,rosaceae_cf_sorbus
Rosales cf. Moraceae/Urticaceae,rosales_cf_moraceae_urticaceae
Roupala,roupala
Roupala-type,roupala_type
Roupala sp.,roupala_sp
Ruagea,ruagea
Rubiaceae,rubiaceae
Rubiaceae-type,rubiaceae_type
"Rubiaceae-type (Mauritius type 121, de Boer)",rubiaceae_type_mauritius_type_121_de_boer
"Rubiaceae-type (Mauritius type 164, de Boer)",rubiaceae_type_mauritius_type_164_de_boer
"Rubiaceae-type (Mauritius type 67, de Boer)",rubiaceae_type_mauritius_type_67_de_boer
"Rubiaceae-type (Mauritius type 70, de Boer)",rubiaceae_type_mauritius_type_70_de_boer
Rubiaceae (type 1),rubiaceae_type_1
Rubiaceae (type 2),rubiaceae_type_2
Rubiaceae (type 25),rubiaceae_type_25
Rubiaceae (type I),rubiaceae_type_i
Rubiaceae aff. Alibertia,rubiaceae_aff_alibertia
Rubiaceae cf. Alibertia-type,rubiaceae_cf_alibertia_type
Rubiaceae cf. Bertiera,rubiaceae_cf_bertiera
Rubiaceae cf. Cephaëlis,rubiaceae_cf_cephaelis
Rubiaceae cf. Guettarda,rubiaceae_cf_guettarda
Rubiaceae cf. Hoffmannia,rubiaceae_cf_hoffmannia
Rubiaceae cf. Psychotria,rubiaceae_cf_psychotria
Rubiaceae cf. Sabicea,rubiaceae_cf_sabicea
Rubiaceae cf. Uncaria,rubiaceae_cf_uncaria
Rubiaceae cf. Warszewiczia,rubiaceae_cf_warszewiczia
Rubiaceae pro parte,rubiaceae_pro_parte
Rubiaceae undiff.,rubiaceae_undiff
Rubiaceae: Mitracarpus-type,rubiaceae_mitracarpus_type
Rubiaceae: Tocoyena-type,rubiaceae_tocoyena_type
Rubus,rubus
Rubus-type,rubus_type
Rubus-type undiff.,rubus_type_undiff
Rubus arcticus,rubus_arcticus
Rubus arcticus-type,rubus_arcticus_type
Rubus cf. R. arcticus,rubus_cf_r_arcticus
Rubus cf. R. idaeus,rubus_cf_r_idaeus
Rubus cf. R. saxatilis,rubus_cf_r_saxatilis
Rubus chamaemorus,rubus_chamaemorus
Rubus chamaemorus-type,rubus_chamaemorus_type
Rubus comp.,rubus_comp
Rubus fruticosus,rubus_fruticosus
Rubus fruticosus-type,rubus_fruticosus_type
Rubus pinnatus-type,rubus_pinnatus_type
Rubus saxatilis,rubus_saxatilis
Rubus sp.,rubus_sp
Rubus squarrosus-type,rubus_squarrosus_type
Rubus ulmifolius-type,rubus_ulmifolius_type
Rubus undiff.,rubus_undiff
Ruschia,ruschia
Ruschia-type,ruschia_type
Rutaceae,rutaceae
Rutaceae cf. Boronia,rutaceae_cf_boronia
Rutaceae cf. Phebalium,rutaceae_cf_phebalium
Rutaceae undiff.,rutaceae_undiff
Rutaceae/Anacardiaceae,rutaceae_anacardiaceae
Ryania,ryania
Rytigynia,rytigynia
Sabal,sabal
Sabiaceae,sabiaceae
Sabicea,sabicea
Sabicea-type,sabicea_type
Sabicea africana,sabicea_africana
Sacoglottis,sacoglottis
Sacoglottis gabonensis,sacoglottis_gabonensis
Salacia,salacia
Salacia-type,salacia_type
Salacia senegalensis,salacia_senegalensis
Salicaceae,salicaceae
Salicaceae cf. Casearia,salicaceae_cf_casearia
Salicaceae cf. Casearia guianensis,salicaceae_cf_casearia_guianensis
Salicaceae cf. Neoptychocarpus,salicaceae_cf_neoptychocarpus
Salicaceae undiff.,salicaceae_undiff
Salix,salix
Salix-type,salix_type
Salix arctica,salix_arctica
Salix caprea,salix_caprea
Salix caroliniana-type,salix_caroliniana_type
Salix cf. S. humboldtiana,salix_cf_s_humboldtiana
Salix cf. S. ledermanii,salix_cf_s_ledermanii
Salix glauca-type,salix_glauca_type
Salix herbacea,salix_herbacea
Salix herbacea-type,salix_herbacea_type
Salix humboldtiana,salix_humboldtiana
Salix pentandra-type,salix_pentandra_type
Salix polaris-type,salix_polaris_type
Salix reticulata,salix_reticulata
Salix reticulata-type,salix_reticulata_type
Salix sp.,salix_sp
Salix spp.,salix_spp
Salix subserrata,salix_subserrata
Salix subserrata-type,salix_subserrata_type
Salix undiff.,salix_undiff
Salix vestita-type,salix_vestita_type
Salvadora,salvadora
Salvadora-type persica,salvadora_type_persica
Salvadora persica,salvadora_persica
Salvadora persica-type,salvadora_persica_type
Salvadoraceae,salvadoraceae
Sambucus,sambucus
Sambucus-type,sambucus_type
Sambucus cf. S. ebulus,sambucus_cf_s_ebulus
Sambucus cf. S. nigra,sambucus_cf_s_nigra
Sambucus cf. S. racemosa,sambucus_cf_s_racemosa
Sambucus ebulus,sambucus_ebulus
Sambucus nigra,sambucus_nigra
Sambucus nigra-type,sambucus_nigra_type
Sambucus nigra/S. racemosa,sambucus_nigra_s_racemosa
Sambucus racemosa,sambucus_racemosa
Sambucus racemosa-type,sambucus_racemosa_type
Sambucus undiff.,sambucus_undiff
sample_id,sample_id
Santalaceae,santalaceae
Santiria-type,santiria_type
Santiria trimera,santiria_trimera
Sapindaceae,sapindaceae
Sapindaceae (type 1),sapindaceae_type_1
Sapindaceae (type A),sapindaceae_type_a
Sapindaceae cf. Matayba,sapindaceae_cf_matayba
Sapindaceae undiff.,sapindaceae_undiff
Sapindaceae/Scrophulariaceae,sapindaceae_scrophulariaceae
Sapindaceae: Dodonaea-type,sapindaceae_dodonaea_type
Sapindus,sapindus
Sapium,sapium
Sapium-type,sapium_type
Sapium (type 1),sapium_type_1
Sapium (type 2),sapium_type_2
Sapotaceae,sapotaceae
Sapotaceae-type,sapotaceae_type
Sapotaceae (reticulated),sapotaceae_reticulated
Sapotaceae (type 1),sapotaceae_type_1
Sapotaceae (type A),sapotaceae_type_a
Sapotaceae (type I),sapotaceae_type_i
Sapotaceae (type II),sapotaceae_type_ii
Sapotaceae cf. Chrysophyllum,sapotaceae_cf_chrysophyllum
Sapotaceae undiff.,sapotaceae_undiff
Sarcaulus sp.,sarcaulus_sp
Sarcobatus,sarcobatus
Sarcobatus vermiculatus,sarcobatus_vermiculatus
Sarcopera,sarcopera
Sassafras,sassafras
Saurauia,saurauia
Saxegothaea,saxegothaea
Saxegothaea conspicua,saxegothaea_conspicua
Scaevola,scaevola
Scaevola comp.,scaevola_comp
Scaevola taccada,scaevola_taccada
Scheelea,scheelea
Scheelea-type,scheelea_type
Schefflera,schefflera
Schefflera-type,schefflera_type
Schefflera abyssinica-type,schefflera_abyssinica_type
Schefflera comp.,schefflera_comp
Schefflera myriantha-type,schefflera_myriantha_type
Schefflera volkensii,schefflera_volkensii
Schima-type,schima_type
Schinopsis,schinopsis
Schinus,schinus
Schinus-type,schinus_type
Schisandra,schisandra
Schizolobium,schizolobium
Schizolobium parahyba,schizolobium_parahyba
Schizolobium sp.,schizolobium_sp
Schnella cf. S. reflexa,schnella_cf_s_reflexa
Schnella reflexa-type,schnella_reflexa_type
Schrebera,schrebera
Sciadopitys,sciadopitys
Sclerocarya,sclerocarya
Sclerocarya birrea-type,sclerocarya_birrea_type
Sclerochiton,sclerochiton
Scleronema,scleronema
Sclerosperma,sclerosperma
Scorodophloeus zenkeri-type,scorodophloeus_zenkeri_type
Scottellia klaineana-type,scottellia_klaineana_type
Scutia,scutia
Scyphiphora,scyphiphora
Scyphiphora-type,scyphiphora_type
Searsia,searsia
Searsia-type (S. natalensis),searsia_type_s_natalensis
Searsia-type (S. tripartita),searsia_type_s_tripartita
Searsia natalensis,searsia_natalensis
Sebastiania,sebastiania
Sebastiania (type 1),sebastiania_type_1
Sebastiania brasiliensis,sebastiania_brasiliensis
Sebastiania cf. S. schottiana,sebastiania_cf_s_schottiana
Sebastiania commersoniana,sebastiania_commersoniana
Sebastiania undiff.,sebastiania_undiff
Secondatia (type 2),secondatia_type_2
Securinega,securinega
Securinega-type,securinega_type
Securinega virosa,securinega_virosa
Senefeldera,senefeldera
Senna,senna
Senna-type didymobotrya,senna_type_didymobotrya
Senna-type italica,senna_type_italica
Senna (type 1),senna_type_1
Senna (type 4),senna_type_4
Senna multijuga,senna_multijuga
Senna undiff.,senna_undiff
Sequoia,sequoia
Sequoiadendron,sequoiadendron
Serenoa,serenoa
Sericocomopsis-type,sericocomopsis_type
Serjania,serjania
Serjania (type D),serjania_type_d
Sesuvium,sesuvium
Shepherdia,shepherdia
Shepherdia argentea,shepherdia_argentea
Shepherdia canadensis,shepherdia_canadensis
Shepherdia canadensis-type,shepherdia_canadensis_type
Sherbournia,sherbournia
Shirakiopsis-type (S. elliptica),shirakiopsis_type_s_elliptica
Shirakiopsis-type elliptica,shirakiopsis_type_elliptica
Shirakiopsis elliptica-type,shirakiopsis_elliptica_type
Sideroxylon,sideroxylon
Sideroxylon-type,sideroxylon_type
Sideroxylon-type oxyacanthum,sideroxylon_type_oxyacanthum
Sideroxylon cf. S. grandiflorum,sideroxylon_cf_s_grandiflorum
Sideroxylon cf. S. sessiliflorum,sideroxylon_cf_s_sessiliflorum
Simarouba,simarouba
Simarouba amara,simarouba_amara
Simaroubaceae,simaroubaceae
Simira,simira
Simmondsia chinensis,simmondsia_chinensis
Siparuna,siparuna
Siparuna-type,siparuna_type
Skimmia,skimmia
Sloanea,sloanea
Sloanea-type,sloanea_type
Sloanea (floribunda),sloanea_floribunda
Sloanea (type 2),sloanea_type_2
Sloanea stipitata,sloanea_stipitata
Sloanea undiff.,sloanea_undiff
Socratea,socratea
Socratea-type,socratea_type
Solanecio-type mannii,solanecio_type_mannii
Sonneratia,sonneratia
Sonneratia alba/Sonneratia caseolaris,sonneratia_alba_sonneratia_caseolaris
Sonneratia gulngai,sonneratia_gulngai
Sophora,sophora
Sophora tomentosa,sophora_tomentosa
Sorbus,sorbus
Sorbus-type,sorbus_type
Sorbus aria,sorbus_aria
Sorbus aria-type,sorbus_aria_type
Sorbus aucuparia,sorbus_aucuparia
Sorbus aucuparia-type,sorbus_aucuparia_type
Sorbus cf. S. aucuparia,sorbus_cf_s_aucuparia
Sorbus group,sorbus_group
Sorbus sp.,sorbus_sp
Sorbus torminalis,sorbus_torminalis
Sorindeia,sorindeia
Sorindeia-type,sorindeia_type
Sorindeia-type (S. juglandifolia),sorindeia_type_s_juglandifolia
Sorindeia-type madagascariensis,sorindeia_type_madagascariensis
Soulamea,soulamea
Souroubea,souroubea
Spartium,spartium
Spartium junceum,spartium_junceum
Spathodea,spathodea
Spermatophyta undiff. (Andean trees),spermatophyta_undiff_andean_trees
Spermatophyta undiff. (deciduous trees),spermatophyta_undiff_deciduous_trees
Spermatophyta undiff. (dry forest trees/shrubs),spermatophyta_undiff_dry_forest_trees_shrubs
Spermatophyta undiff. (lowland forest trees),spermatophyta_undiff_lowland_forest_trees
Spermatophyta undiff. (montane forest trees),spermatophyta_undiff_montane_forest_trees
Spermatophyta undiff. (shrubs),spermatophyta_undiff_shrubs
Spermatophyta undiff. (trees),spermatophyta_undiff_trees
Spermatophyta undiff. (trees/shrubs),spermatophyta_undiff_trees_shrubs
Sphagnum-type,sphagnum_type
Sphenostemon,sphenostemon
Spiraea,spiraea
Spiraea-type,spiraea_type
Spiraeopsis,spiraeopsis
Spirostachys,spirostachys
Spirotheca,spirotheca
Spondias,spondias
Spondias-type,spondias_type
Spondias (type 20),spondias_type_20
Spondias (type 25),spondias_type_25
Spondias (type 32),spondias_type_32
Spondias (type 40),spondias_type_40
Spondias (type II),spondias_type_ii
Spondias mombin,spondias_mombin
Spondias undiff.,spondias_undiff
Sprengelia,sprengelia
Sprengelia incarnata,sprengelia_incarnata
Spyridium,spyridium
Stachyothyrsus,stachyothyrsus
Staphylea,staphylea
Staphylea pinnata,staphylea_pinnata
Stemonurus,stemonurus
Sterculia,sterculia
Sterculia-type,sterculia_type
Sterculia edelfeltii,sterculia_edelfeltii
Sterculia setigera,sterculia_setigera
Sterculioideae,sterculioideae
Sterculioideae-type,sterculioideae_type
Sterculioideae undiff.,sterculioideae_undiff
Stereospermum,stereospermum
Streblus,streblus
Strombosia,strombosia
Strombosia-type,strombosia_type
Strombosia scheffleri-type,strombosia_scheffleri_type
Strumpfia,strumpfia
Struthanthus,struthanthus
Struthanthus sp.,struthanthus_sp
Strychnos,strychnos
Stryphnodendron,stryphnodendron
Styloceras,styloceras
Stylogyne,stylogyne
Styphelia,styphelia
Styracaceae,styracaceae
Styrax,styrax
Styrax-type,styrax_type
Suaeda-type monoica,suaeda_type_monoica
Swartzia,swartzia
Swertia-type kilimandscharica,swertia_type_kilimandscharica
Swietenia,swietenia
Syagrus,syagrus
Syagrus-type,syagrus_type
Symmeria,symmeria
Symmeria paniculata,symmeria_paniculata
Symphonia,symphonia
Symphonia (type A),symphonia_type_a
Symphonia (type B),symphonia_type_b
Symphonia globulifera,symphonia_globulifera
Symphoricarpos,symphoricarpos
Symphoricarpos-type,symphoricarpos_type
Symphoricarpos albus,symphoricarpos_albus
Symplocaceae cf. Symplocos,symplocaceae_cf_symplocos
Symplocos,symplocos
Symplocos-type,symplocos_type
"Symplocos (diporate, psilate)",symplocos_diporate_psilate
Symplocos (type 1),symplocos_type_1
Symplocos (type 2),symplocos_type_2
Symplocos (type 3),symplocos_type_3
Symplocos coriacea,symplocos_coriacea
Symplocos lanceolata-type,symplocos_lanceolata_type
Symplocos peruviana,symplocos_peruviana
Symplocos tenuifolia-type,symplocos_tenuifolia_type
Symplocos uniflora,symplocos_uniflora
Syngonium,syngonium
Syringa,syringa
Syringa vulgaris,syringa_vulgaris
Syzygium,syzygium
Syzygium-type,syzygium_type
Syzygium-type guineense,syzygium_type_guineense
Syzygium guineense,syzygium_guineense
Tabebuia,tabebuia
Tabebuia (type 1),tabebuia_type_1
Tabebuia (type 3),tabebuia_type_3
Tabernaemontana,tabernaemontana
Tabernaemontana-type,tabernaemontana_type
Tachigali,tachigali
Talipariti tiliaceum,talipariti_tiliaceum
Talisia,talisia
Talisia-type,talisia_type
Talisia (type 2),talisia_type_2
Tamaricaceae,tamaricaceae
Tamarindus,tamarindus
Tamarindus-type (T. indica),tamarindus_type_t_indica
Tamarindus-type indica,tamarindus_type_indica
Tamarix,tamarix
Tamarix-type,tamarix_type
Tamarix senegalensis,tamarix_senegalensis
Tambourissa purpurea-type,tambourissa_purpurea_type
Tanaecium,tanaecium
Tapeinosperma,tapeinosperma
Tapinanthus,tapinanthus
Tapinanthus-type,tapinanthus_type
Tapirira,tapirira
Tapirira-type,tapirira_type
Tapirira (type 1),tapirira_type_1
Tapirira (type 2),tapirira_type_2
Tapirira aff. T. guianensis,tapirira_aff_t_guianensis
Tapura,tapura
Tapura fischeri-type,tapura_fischeri_type
Tapura guianensis (type 1),tapura_guianensis_type_1
Tarchonantheae,tarchonantheae
Tarchonanthus,tarchonanthus
Tarchonanthus-type camphoratus,tarchonanthus_type_camphoratus
Tarchonanthus camphoratus,tarchonanthus_camphoratus
Tarenna,tarenna
Tarenna-type,tarenna_type
Tasmannia,tasmannia
Tasmannia lanceolata,tasmannia_lanceolata
Taxodium,taxodium
Taxodium-type,taxodium_type
Taxus,taxus
Taxus baccata,taxus_baccata
Taxus brevifolia,taxus_brevifolia
Taxus canadensis,taxus_canadensis
Teclea,teclea
Teclea-type,teclea_type
Tecoma,tecoma
Tectona grandis,tectona_grandis
Telopea truncata,telopea_truncata
Tepualia,tepualia
Terminalia,terminalia
Terminalia-type,terminalia_type
Terminalia benzoin,terminalia_benzoin
Terminalia sect. Bucida,terminalia_sect_bucida
Ternstroemia,ternstroemia
Tetracarpaea tasmannica,tetracarpaea_tasmannica
Tetracentron,tetracentron
Tetracera,tetracera
Tetracera-type,tetracera_type
Tetracera alnifolia,tetracera_alnifolia
Tetracera alnifolia-type,tetracera_alnifolia_type
Tetraena simplex-type,tetraena_simplex_type
Tetragastris,tetragastris
Tetrapleura,tetrapleura
Tetrapleura tetraptera-type,tetrapleura_tetraptera_type
Tetrapterys,tetrapterys
Tetratheca,tetratheca
Tetratheca pilosa,tetratheca_pilosa
Tetrazygia,tetrazygia
Tetrorchidium,tetrorchidium
Tetrorchidium rubrivenium,tetrorchidium_rubrivenium
Theaceae,theaceae
Thecacoris,thecacoris
Thecacoris-type,thecacoris_type
Theobroma,theobroma
Thespesia-type,thespesia_type
Thouinia,thouinia
Thuja,thuja
Thuja-type,thuja_type
Thuja occidentalis,thuja_occidentalis
Thuja plicata-type,thuja_plicata_type
Thymelaea,thymelaea
Tilia,tilia
Tilia-type,tilia_type
Tilia × europaea,tilia_europaea
Tilia americana,tilia_americana
Tilia cordata,tilia_cordata
Tilia cordata-type,tilia_cordata_type
Tilia cordata/T. platyphyllos,tilia_cordata_t_platyphyllos
Tilia platyphyllos,tilia_platyphyllos
Tilia platyphyllos-type,tilia_platyphyllos_type
Tilia undiff.,tilia_undiff
Tilioideae,tilioideae
Tilioideae-type,tilioideae_type
Tilioideae (type 1),tilioideae_type_1
Tilioideae (type 32),tilioideae_type_32
Tilioideae cf. Apeiba,tilioideae_cf_apeiba
Tilioideae undiff.,tilioideae_undiff
Timonius,timonius
Timonius-type,timonius_type
Tinospora bakis,tinospora_bakis
Tocoyena,tocoyena
Toddalia,toddalia
Toddalia-type (T. asiatica),toddalia_type_t_asiatica
Toddalia-type asiatica,toddalia_type_asiatica
Toddalia asiatica,toddalia_asiatica
Toddalia asiatica-type,toddalia_asiatica_type
Tontelea,tontelea
Tournefortia,tournefortia
Tournefortia-type,tournefortia_type
Tournefortia cf. T. bicolor,tournefortia_cf_t_bicolor
Tournefortia rufo-sericea,tournefortia_rufo_minus_sericea
Tovomita,tovomita
Tovomitopsis,tovomitopsis
Toxicodendron,toxicodendron
Toxicodendron radicans,toxicodendron_radicans
Tracheophyta undiff. (páramo plants),tracheophyta_undiff_paramo_plants
Trachycarpus fortunei,trachycarpus_fortunei
Trattinnickia,trattinnickia
Trattinnickia sp.,trattinnickia_sp
Treculia,treculia
Treculia-type africana,treculia_type_africana
Treculia africana,treculia_africana
Trema,trema
Trema-type,trema_type
Trema-type (T. orientalis),trema_type_t_orientalis
Trema-type orientalis,trema_type_orientalis
Trema (type 2),trema_type_2
Trema micrantha,trema_micrantha
Trema orientalis,trema_orientalis
Trema orientalis-type,trema_orientalis_type
Tricalysia,tricalysia
Trichanthera,trichanthera
Trichilia,trichilia
Trichilia-type,trichilia_type
Trichilia (type 2),trichilia_type_2
Trichilia sp.,trichilia_sp
Trichilia undiff.,trichilia_undiff
Trichocladus,trichocladus
Trichocladus-type,trichocladus_type
Trichocladus ellipticus,trichocladus_ellipticus
Trichocladus ellipticus-type,trichocladus_ellipticus_type
Trichoscypha,trichoscypha
Trichoscypha-type,trichoscypha_type
Trichoscypha-type arborea,trichoscypha_type_arborea
Trigonia,trigonia
Trilepisium,trilepisium
Trilepisium-type (T. madagascariense),trilepisium_type_t_madagascariense
Trilepisium-type madagascariense,trilepisium_type_madagascariense
Trilepisium madagascariense-type,trilepisium_madagascariense_type
Triplaris,triplaris
Triplaris/Coccoloba,triplaris_coccoloba
Triplochiton scleroxylon,triplochiton_scleroxylon
Tristerix,tristerix
Triumfetta,triumfetta
Triumfetta-type,triumfetta_type
"Trochetia (Mauritius type 146, de Boer)",trochetia_mauritius_type_146_de_boer
"Trochetia (Mauritius type 174, de Boer)",trochetia_mauritius_type_174_de_boer
Trophis,trophis
Trophis-type,trophis_type
Trymatococcus,trymatococcus
Tsuga,tsuga
Tsuga-type,tsuga_type
Tsuga canadensis,tsuga_canadensis
Tsuga diversifolia,tsuga_diversifolia
Tsuga diversifolia-type,tsuga_diversifolia_type
Tsuga dumosa,tsuga_dumosa
Tsuga heterophylla,tsuga_heterophylla
Tsuga mertensiana,tsuga_mertensiana
Tsuga undiff.,tsuga_undiff
Tupeia antarctica,tupeia_antarctica
Turpinia sp.,turpinia_sp
Turrillia,turrillia
Uapaca,uapaca
Uapaca guineensis-type,uapaca_guineensis_type
Uapaca heudelotii,uapaca_heudelotii
Uapaca kirkiana,uapaca_kirkiana
Uapaca kirkiana-type,uapaca_kirkiana_type
Uapaca nitida,uapaca_nitida
Uapaca nitida-type,uapaca_nitida_type
Uapaca staudtii,uapaca_staudtii
Uapaca undiff.,uapaca_undiff
Ulex,ulex
Ulex-type,ulex_type
Ulex europaeus,ulex_europaeus
Ulex/Cytisus-type,ulex_cytisus_type
Ulex/Cytisus sect. Spartopsis,ulex_cytisus_sect_spartopsis
Ulex/Cytisus sect. Spartopsis-type,ulex_cytisus_sect_spartopsis_type
Ulmaceae,ulmaceae
Ulmus,ulmus
Ulmus-type,ulmus_type
Ulmus (corroded),ulmus_corroded
Ulmus americana,ulmus_americana
Ulmus glabra,ulmus_glabra
Ulmus glabra-type,ulmus_glabra_type
Ulmus laevis,ulmus_laevis
Ulmus minor,ulmus_minor
Ulmus sp.,ulmus_sp
Ulmus undiff.,ulmus_undiff
Ulmus/Zelkova,ulmus_zelkova
Uncaria,uncaria
Uncaria-type (U. africana),uncaria_type_u_africana
Uncaria-type africana,uncaria_type_africana
Unonopsis,unonopsis
Urera,urera
Urera-type,urera_type
Urticaceae/Moraceae,urticaceae_moraceae
Urticaceae/Moraceae-type,urticaceae_moraceae_type
Urticaceae/Moraceae (diporate),urticaceae_moraceae_diporate
Urticaceae/Moraceae (hexaporate),urticaceae_moraceae_hexaporate
Urticaceae/Moraceae (pentaporate),urticaceae_moraceae_pentaporate
Urticaceae/Moraceae (tetraporate),urticaceae_moraceae_tetraporate
Urticaceae/Moraceae (triporate),urticaceae_moraceae_triporate
Urticaceae/Moraceae undiff.,urticaceae_moraceae_undiff
Urticalean Rosids,urticalean_rosids
Urticalean Rosids undiff.,urticalean_rosids_undiff
Urvillea,urvillea
Vaccinioideae,vaccinioideae
Vaccinium,vaccinium
Vaccinium-type,vaccinium_type
Vaccinium angustifolium-type,vaccinium_angustifolium_type
Vaccinium cf V. uliginosum,vaccinium_cf_v_uliginosum
Vaccinium group,vaccinium_group
Vaccinium macrocarpon-type,vaccinium_macrocarpon_type
Vaccinium myrtillus,vaccinium_myrtillus
Vaccinium myrtillus-type,vaccinium_myrtillus_type
Vaccinium oxycoccos,vaccinium_oxycoccos
Vaccinium sect. Oxycoccus,vaccinium_sect_oxycoccus
Vaccinium sect. Vitis-idaea,vaccinium_sect_vitis_minus_idaea
Vaccinium sp.,vaccinium_sp
Vaccinium uliginosum,vaccinium_uliginosum
Vaccinium uliginosum-type,vaccinium_uliginosum_type
Vaccinium undiff.,vaccinium_undiff
Vaccinium vitis-idaea,vaccinium_vitis_minus_idaea
Vallea,vallea
Vallea-type,vallea_type
Vangueria-type madagascariensis,vangueria_type_madagascariensis
Vantanea,vantanea
Vantanea (type 1),vantanea_type_1
Vepris-type,vepris_type
Vepris-type (V. nobilis),vepris_type_v_nobilis
Vepris-type dainellii,vepris_type_dainellii
Vepris-type nobilis,vepris_type_nobilis
Vepris nobilis,vepris_nobilis
Viburnum,viburnum
Viburnum-type,viburnum_type
Viburnum (type 1),viburnum_type_1
Viburnum acerifolium-type,viburnum_acerifolium_type
Viburnum alnifolium,viburnum_alnifolium
Viburnum cf. V. opulus,viburnum_cf_v_opulus
Viburnum edule,viburnum_edule
Viburnum lantana,viburnum_lantana
Viburnum lantana-type,viburnum_lantana_type
Viburnum lentago,viburnum_lentago
Viburnum lentago-type,viburnum_lentago_type
Viburnum nudum,viburnum_nudum
Viburnum opulus,viburnum_opulus
Viburnum opulus-type,viburnum_opulus_type
Viburnum opulus/V. tinus,viburnum_opulus_v_tinus
Viburnum tinus,viburnum_tinus
Viburnum undiff.,viburnum_undiff
Virola,virola
Virola-type,virola_type
Viscaceae sensu stricto,viscaceae_sensu_stricto
Viscaceae sensu stricto undiff.,viscaceae_sensu_stricto_undiff
